2020-12-10 09:22:22	79.43	87.47	62.19		23	2.07	4	3.41	5.48	
2020-12-10 09:22:27	68.92	91.43	64.17		26	2.5	4	3.41	5.91	
2020-12-10 09:22:32	77.5	92.76	64.17		28	2.73	4	3.41	6.14	
2020-12-10 09:22:37	87.37	19.81	64.17		30	2.99	4	3.41	6.4	
2020-12-10 09:22:42	75.78	2.01	74.32		32	3.35	4	3.41	6.76	
2020-12-10 09:22:47	73.4	95.37	75.05		34	3.94	4	3.41	7.35	
2020-12-10 09:22:52	39.76	13.49	81.66		38	4.77	4	3.41	8.18	
2020-12-10 09:22:57	18.69	70.37	58.3		40	5.21	5	5.28	10.49	
2020-12-10 09:30:28	35.8	2.89	73.12		23	2.42	3	2.17	4.59	
2020-12-10 09:30:33	62.54	29.62	82.5		28	3.03	3	2.17	5.2	
2020-12-10 09:30:38	0	57.67	61.1		32	3.49	4	3.12	6.61	
2020-12-10 09:30:43	60.94	45.15	61.1		36	4.06	4	3.12	7.17	
2020-12-10 09:30:48	77.33	77.15	66.64		38	4.52	4	3.12	7.63	
2020-12-10 09:30:53	88.12	1.39	69.59		42	5.63	4	3.12	8.75	
2020-12-10 09:30:58	74.43	70.6	85.48		45	6.47	4	3.12	9.59	
2020-12-10 09:31:03	33.7	32.67	54.24		48	6.89	5	4.7	11.59	
2020-12-10 09:31:08	3.41	68.48	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:13	3.41	89.42	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:18	3.41	93.5	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:24	3.41	96.09	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:29	3.41	96.26	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:34	3.41	96.32	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:39	3.41	96.41	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:44	3.41	96.81	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:49	3.41	96.89	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:54	3.41	96.95	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:31:59	3.41	97.04	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:32:04	3.41	97.6	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:32:09	3.41	97.69	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:32:14	3.41	98	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:32:19	3.41	98.43	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:32:24	3.41	99.23	54.24		49	6.91	5	4.7	11.6	
2020-12-10 09:32:29	4.12	1.18	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:32:34	4.12	1.49	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:32:39	4.12	1.76	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:32:44	4.12	2.2	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:32:49	4.12	2.38	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:32:54	4.12	2.45	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:32:59	4.12	2.53	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:04	4.12	3.26	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:09	4.12	3.37	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:14	4.12	4.07	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:19	4.12	6.08	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:24	4.12	8.67	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:29	4.12	9.06	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:34	4.12	9.12	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:39	4.12	9.21	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:44	4.12	9.58	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:49	4.12	9.76	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:54	4.12	9.83	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:33:59	4.12	9.97	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:34:04	4.12	10.04	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:34:09	4.12	10.13	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:34:14	4.12	10.43	54.24		50	6.93	5	4.7	11.62	
2020-12-10 09:37:26	96.14	57.37	74.14		22	1.9	3	2.25	4.14	
2020-12-10 09:37:31	56.61	88.65	74.14		27	2.65	3	2.25	4.9	
2020-12-10 09:37:36	50.73	19.91	83.6		32	3.21	3	2.25	5.46	
2020-12-10 09:37:41	1.87	72.77	90.89		35	3.57	3	2.25	5.82	
2020-12-10 09:37:46	70.99	33.73	91.45		37	3.84	3	2.25	6.09	
2020-12-10 09:37:51	24.24	23.59	65.44		39	4.17	4	4.17	8.34	
2020-12-10 09:37:56	34.39	20.09	65.44		42	4.49	4	4.17	8.66	
2020-12-10 09:38:01	32.05	91.62	65.44		44	4.57	4	4.17	8.74	
2020-12-10 09:38:06	24.52	6.12	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:11	24.52	20.87	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:16	24.52	25.14	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:21	24.52	27.22	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:26	24.52	27.45	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:31	24.52	27.49	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:36	24.52	27.55	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:41	24.52	27.75	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:46	24.52	27.82	65.44		46	4.66	4	4.17	8.83	
2020-12-10 09:38:51	24.52	27.85	65.44		46	4.66	4	4.17	8.83	
2020-12-10 10:31:05	75.62	39.98	58.12		21	1.67	4	2.67	4.34	
2020-12-10 10:31:10	40.46	8.03	58.12		25	2.23	4	2.67	4.9	
2020-12-10 10:31:15	86.46	83.21	58.12		27	2.56	4	2.67	5.23	
2020-12-10 10:31:20	47.12	2.21	58.12		30	3	4	2.67	5.67	
2020-12-10 10:31:25	99.86	22.33	58.12		31	3.48	4	2.67	6.15	
