2020-12-04 11:13:57	47.38	80.81	64		20	1.35	4	3.48	4.83	
2020-12-04 11:14:02	80.3	76.79	64		25	1.85	4	3.48	5.32	
2020-12-04 11:14:07	69.94	29.04	64		29	2.35	4	3.48	5.83	
2020-12-04 11:14:12	99.99	36.43	68.85		32	2.84	4	3.48	6.32	
2020-12-04 11:14:20	0	1.76	68.13		35	3.66	5	5.9	9.56	
2020-12-04 11:14:25	84.75	40.11	68.14		39	4.46	5	5.9	10.36	
2020-12-04 11:14:30	26	82.16	86.68		43	5.11	5	5.9	11.01	
2020-12-04 11:14:35	50.99	25.04	69.48		45	5.61	6	9.08	14.68	
2020-12-04 11:14:40	39.82	43.68	77.4		49	6.25	6	9.08	15.32	
2020-12-04 11:14:45	99.86	53.55	89.61		55	6.96	6	9.08	16.03	
