2020-12-07 14:09:17	61.71	92.66	62.14		28	2.06	4	3.46	5.52	
2020-12-07 14:09:22	100	1.92	63.53		33	2.58	4	3.46	6.04	
2020-12-07 14:09:27	99.99	0.77	83.07		36	3.31	4	3.46	6.77	
2020-12-07 14:09:32	96.78	61.52	88.16		39	4.12	4	3.46	7.58	
2020-12-07 14:09:37	0	2.14	69.54		41	4.92	5	6.19	11.11	
2020-12-07 14:09:42	30.77	47.18	71.32		46	5.52	5	6.19	11.71	
2020-12-07 14:09:47	7.79	76.4	75.27		51	6.12	5	6.19	12.31	
2020-12-07 14:09:54	0	1.8	69.07		55	7.24	6	7.78	15.02	
2020-12-07 14:09:59	4.53	32.43	57.38		60	7.8	7	8.56	16.36	
2020-12-07 14:10:04	35.31	74.61	57.46		63	8.03	7	8.56	16.59	
2020-12-07 14:10:09	48.44	82.57	57.46		65	8.19	7	8.56	16.76	
2020-12-07 14:33:29	1.47	2.51	65.85		22	1.55	4	3.73	5.28	
2020-12-07 14:33:39	22.37	0.81	68.87		27	3.04	5	7.98	11.02	
2020-12-07 14:33:44	51.04	89.25	75.25		31	3.68	5	7.98	11.66	
2020-12-07 14:33:49	79.26	1.22	81.24		36	4.44	5	7.98	12.42	
2020-12-07 14:33:54	0	11.16	65.84		39	5	6	10	15	
2020-12-07 14:33:59	37.74	64.11	80.23		44	5.84	6	10	15.84	
2020-12-07 14:34:04	53.72	38.27	85.71		49	6.58	6	10	16.58	
2020-12-07 14:34:10	0	0.87	65.44		52	7.2	7	12.85	20.05	
2020-12-07 14:34:15	90.05	89.65	65.44		57	7.93	7	12.85	20.77	
2020-12-07 14:34:58	62.83	75.95	75.08		21	1.26	3	1.98	3.24	
2020-12-07 14:35:04	63.72	2.34	66.7		25	1.95	4	4.63	6.58	
2020-12-07 14:35:09	0	55.13	63.35		28	3.01	5	5.97	8.97	
2020-12-07 14:35:14	26.5	84.77	68.95		32	3.32	5	5.97	9.28	
2020-12-07 14:35:19	42.27	97.57	71.42		35	3.88	5	5.97	9.85	
