2020-12-08 10:23:36	91.48	56.38	59.4		21	1.29	4	2.67	3.96	
2020-12-08 10:23:41	52.28	41.68	59.4		26	1.55	4	2.67	4.22	
2020-12-08 10:23:46	100	79.33	66.29		30	2	4	2.67	4.66	
2020-12-08 10:23:51	46.21	27.34	64.44		32	2.67	5	5.49	8.15	
2020-12-08 10:23:56	78.22	31.99	64.44		35	3.23	5	5.49	8.71	
2020-12-08 10:24:01	97.53	21.37	66.42		38	4.44	5	5.49	9.93	
2020-12-08 10:24:08	0	3.83	63.97		40	5.73	6	8.09	13.82	
2020-12-08 10:24:13	67.87	98.51	63.97		44	6.29	6	8.09	14.38	
2020-12-08 10:24:18	17.75	58.27	72.89		49	7.42	6	8.09	15.51	
2020-12-08 15:53:44	75.7	6.19	51.91		20	1.31	4	2.49	3.81	
2020-12-08 15:53:50	73.95	5.99	68.94		25	1.94	4	2.49	4.43	
2020-12-08 15:53:55	59.49	49	68.94		28	2.31	4	2.49	4.81	
2020-12-08 15:54:00	49.07	83.78	68.94		31	2.75	4	2.49	5.24	
2020-12-08 15:54:05	94.77	31.94	78.95		35	3.45	4	2.49	5.95	
2020-12-08 15:54:11	33.45	1.5	63.36		37	3.99	5	5.45	9.44	
2020-12-08 15:54:16	72.84	56.81	63.36		39	4.74	5	5.45	10.19	
2020-12-08 15:54:22	99.99	1.27	71.88		43	6.2	5	5.45	11.65	
2020-12-08 15:54:27	0	67.13	66.5		45	6.89	6	7.62	14.52	
2020-12-08 15:54:32	45.84	94.97	77.6		49	7.87	6	7.62	15.5	
2020-12-08 15:54:38	0	1.99	66.28		55	8.75	7	9.21	17.95	
2020-12-08 15:54:43	62.54	95.54	81.27		59	9.69	7	9.21	18.9	
2020-12-08 15:54:48	10.31	65.92	54.12		63	9.97	8	10.38	20.35	
2020-12-08 16:08:01	99.98	65.67	71.4		21	1.45	3	1.97	3.42	
2020-12-08 16:08:07	56.97	3.11	67.47		26	2.46	4	4.58	7.04	
2020-12-08 16:08:12	99.99	63.5	77.74		29	3.87	4	4.58	8.45	
2020-12-08 16:08:17	38.17	50.28	67.28		31	4.53	5	6.44	10.97	
2020-12-08 16:08:22	48.72	47.91	78.02		34	4.93	5	6.44	11.37	
2020-12-08 16:08:27	57.57	97.86	65.81		36	5.57	6	8.12	13.69	
2020-12-08 16:08:33	0	1.09	66.06		42	6.5	7	9.63	16.13	
2020-12-08 16:08:39	0	0.99	54.8		45	7.25	8	11.99	19.25	
