2020-12-03 16:27:57	7.47	5.59	64.65		21	1.42	4	4.09	5.51	
2020-12-03 16:28:02	99.22	89.03	64.96		25	1.93	4	4.09	6.02	
2020-12-03 16:28:07	70.42	53.48	64.96		29	2.3	4	4.09	6.39	
2020-12-03 16:28:12	99.99	49.97	79.14		33	3.24	4	4.09	7.34	
2020-12-03 16:28:17	96.09	65.87	79.48		34	4.29	4	4.09	8.38	
2020-12-03 16:28:22	0	0.01	66.03		36	4.93	5	6.5	11.43	
2020-12-03 16:28:28	37.91	1.05	66.03		38	5.26	5	6.5	11.76	
2020-12-03 16:28:33	81.25	26.18	66.03		40	5.71	5	6.5	12.2	
2020-12-03 16:28:38	13.21	1.95	83.94		45	6.66	5	6.5	13.16	
2020-12-03 16:28:43	35.77	37.35	86.11		48	7.24	5	6.5	13.73	
2020-12-03 16:28:49	0	2.27	68.81		50	7.78	6	9.78	17.56	
2020-12-03 16:28:55	0	1	67.61		55	8.61	7	11.41	20.02	
2020-12-03 16:29:00	45.18	69.88	72.57		60	9.42	7	11.41	20.83	
2020-12-03 16:29:05	18.83	59.78	79.92		64	9.76	7	11.41	21.17	
2020-12-03 16:29:10	67.66	17.22	79.92		68	10.34	7	11.41	21.75	
2020-12-03 16:29:15	59.77	67.14	79.92		71	10.71	7	11.41	22.13	
2020-12-03 16:29:20	38.01	65.53	79.92		74	10.95	7	11.41	22.37	
2020-12-03 17:01:15	56.97	9.93	75.43		23	1.98	3	2.02	4	
2020-12-03 17:01:20	84.05	1.18	65.26		28	2.83	4	3.27	6.1	
2020-12-03 17:01:25	0	67.74	64.55		30	3.63	5	5.05	8.68	
2020-12-03 17:01:30	44.61	0.57	69.94		34	4.07	5	5.05	9.12	
2020-12-03 17:01:35	33.87	40.71	72.42		36	4.43	5	5.05	9.48	
2020-12-03 17:01:40	62.99	64.1	86.91		40	5.14	5	5.05	10.19	
2020-12-03 17:01:45	99.99	1	74.84		43	5.96	6	7.27	13.23	
2020-12-03 17:04:47	0	87.09	59.14		20	1.23	4	2.76	3.99	
2020-12-03 17:04:52	97.29	46.39	66.88		25	1.95	4	2.76	4.7	
2020-12-03 17:04:58	29.5	16.25	82.12		29	2.93	4	2.76	5.69	
2020-12-03 17:05:03	46.47	84.05	88.07		32	3.27	4	2.76	6.03	
2020-12-03 17:05:13	86.63	0.55	66.28		36	4.04	5	7.76	11.8	
2020-12-03 17:05:18	74.61	1	87.08		41	5.21	5	7.76	12.97	
2020-12-03 17:05:23	0	3.69	63.88		44	5.71	6	9.99	15.7	
2020-12-03 17:05:28	8.21	67.04	70.5		48	6.05	6	9.99	16.04	
2020-12-03 17:13:19	66.6	9.82	83.27		22	1.32	3	1.87	3.19	
2020-12-03 17:13:24	53.25	2.21	65.54		25	1.85	4	4.44	6.29	
2020-12-03 17:13:29	44.39	78.17	68.12		29	2.71	4	4.44	7.15	
2020-12-03 17:13:34	41.24	68.54	80.69		33	3.32	4	4.44	7.76	
2020-12-03 17:13:39	71.61	79.28	80.69		36	4.16	4	4.44	8.61	
2020-12-03 17:13:44	99.92	80.38	88.27		41	5.14	4	4.44	9.58	
2020-12-03 17:20:28	58.36	9.26	76.45		21	2.12	3	2.05	4.17	
2020-12-03 17:20:34	92.42	0.97	62.37		26	2.74	4	2.91	5.64	
2020-12-03 17:20:39	82.69	80.82	85.28		30	4.11	4	2.91	7.02	
2020-12-03 17:20:44	28.43	50.06	67.22		33	4.68	5	4.41	9.09	
2020-12-03 17:20:49	61.51	28.73	73.92		37	5.09	5	4.41	9.5	
2020-12-03 17:20:54	42.27	35.88	70.84		40	5.7	6	6.27	11.97	
2020-12-03 17:28:56	62.11	43.32	83.6		22	1.8	3	2	3.8	
2020-12-03 17:29:04	59.37	1.41	66.12		26	2.96	4	5.56	8.52	
2020-12-03 17:29:09	56.77	48.68	69.42		29	3.81	4	5.56	9.36	
2020-12-03 17:29:14	43.6	39.48	88.81		33	4.3	4	5.56	9.86	
2020-12-03 17:29:19	49.99	66.02	70.96		35	4.74	5	7.7	12.44	
2020-12-03 17:29:26	0	1.05	71.12		40	5.92	6	9.8	15.72	
